Joiris	C.	Laboratorium voor Ekologie en Systematiek, Vrije Universiteit te Brussels	Bruxelles	Belgium
Klein	 P.	Laboratoire d'Océgraphie Physique, Université de Bretagne	Bretagne	France
Krause	G.	Institut für Meeresforschung	Bremerhaven	Germany
Lebon	G.	Irreversible Thermodynamics, Université de Liège	Liège	Belgium
Legendre	L.	GIROQ, Départament de Biologie, Université de Laval	Quebec	Canada
Lewis	M.R.	Departament of Oceanography, Dalhousie University	Halifax, Nova Scotia	Canada
Maso	M.A.	Instituto de Investigaciones pesqueras	Barcelona	Spain
Monreal	A.	Consejo Nacional de Ciencia y Tecnología (CONACYT)	Cuidad de México	México
Mouchet	A.	GeoHydrodynamics and Environment Research (GHER),Université de Liège	Liège	Belgium
Nihoul	J.C.J	GeoHydrodynamics and Environment Research (GHER),Université de Liège	Liège	Belgium
Partheniades	E.	Departament of Engineering Sciences, University of Florida	Florida	U.S.A.
Phinney	D.A.	Bigelow Laboratory of Ocean Sciences	Maine	U.S.A.
Pichot	G.	Unité de Gestión du Mòdele Mathémathique Mer du Nord et Estuaire de l'Escaut (UGMM), Institut de Mathémathique	Bruxelles	Belgium
Quader	Md.O.	Bangladesh Space Research and Remote Sensing Organization (SPARRSO)	Blangadesh	India
Rees	J.M.	Fisheries Laboratory, Ministry of Agriculture, fisheries and food	Lowestoft	U.K.
Reuter	R.	Fachbereich 8 - Physik, University of Oldenburg	Oldenburg	Germany
Robles	R.	Intergovernmental Oceanographic Commission, UNESCO	Paris	France
Ronday	F.	GeoHydrodynamics and Environment Research (GHER),Université de Liège	Liège	Belgium
Rydberg	L.	Institute of Oceanography, University of Gothenburg	Gothenburg	Sweden
Salas	D.A.	Consejo Nacional de Ciencia y Tecnología (CONACYT)	Cuidad de México	México
Smitz	J.	GeoHydrodynamics and Environment Research (GHER),Université de Liège	Liège	Belgium
Spies	A.	Alfred-Wegener-Institute for Polar Research	Bremerhaven	Germany
Spitz	Y.	Unité de Gestión du Mòdele Mathémathique Mer du Nord et Estuaire de l'Escaut (UGMM), Institut de Mathémathique	Bruxelles	Belgium
Schlittenhardt	P.	Commision of the European Communities, Joint Research Center	Ispra	Italy
Stigebrandt	A.	Institute of Oceanography, University of Gothenburg	Gothenburg	Sweden
Sundberg	J.	Institute of Oceanography, University of Gothenburg	Gothenburg	Sweden
Tanke	M.	Elsevier Scientific Publishing Company	Amsterdam	The Netherlands
Taupier-Letage	I.	Centre d'Océanologie de Marseille	Marseille	France
Taylor	A.H.	Institute for Marine Environmental Research	Blue Hill, ME	U.K.
Therriault	J.Cl.	Centre Champlain des Sciences de la Mer	Rimouski	Canada
Topliss	B.J.	Departament of Fisheries and Oceans, Bedford Institute of Oceanography	Dartmouth	Canada
Tijssen	S.B.	Netherlands Institute for Sea Research (NIOZ??)	Den Hoorn Texel	The Netherlands
Valke	A.	GeoHydrodynamics and Environment Research (GHER),Université de Liège	Liège	Belgium
Van Heijst	G.J.F.	Institute for Meteorology and Oceanography	Utrecht	The Netherlands
Veth	C.	Netherlands Instituut voor Onderzoek der Zee (NIOZ)	Den Hoorn Texel	The Netherlands
Walaffe	F.	GeoHydrodynamics and Environment Research (GHER),Université de Liège	Liège	Belgium
Whitledge	T.E.	Oceanographic Sciencies Division, Brookhanven National Laboratory	Upton, Nueva York	U.S.A.
Woods	J.D.	Institut für Meereskunde, Universität Kiel	Kiel	Germany
